;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL
1398;46472.0;G;4647;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in tapijten
1399;46473.0;G;4647;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in verlichtingsapparatuur
688;4648.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in uurwerken en sieraden
1400;46480.0;G;4648;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in uurwerken en sieraden
689;4649.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere consumentenartikelen
1401;46491.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kranten, boeken en tijdschriften
1402;46492.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kantoor- en schoolbenodigdheden
1403;46493.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in papier- en kartonwaren
1404;46494.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in niet-elektrische huishoudelijke artikelen
1405;46495.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in fietsen
1406;46496.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in sport- en kampeerartikelen, met uitzondering van fietsen
1407;46497.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in spellen en speelgoed
1408;46498.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in lederwaren en reisartikelen
1409;46499.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere consumentenartikelen, n.e.g.
209;465.0;G;46;3.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in informatie- en communicatieapparatuur
690;4651.0;G;465;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in computers, randapparatuur en software
1410;46510.0;G;4651;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in computers, randapparatuur en software
691;4652.0;G;465;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in elektronische en telecommunicatieapparatuur en delen daarvan
1411;46520.0;G;4652;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in elektronische en telecommunicatieapparatuur en delen daarvan
210;466.0;G;46;3.0;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen en toebehoren
692;4661.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines, werktuigen en toebehoren voor de landbouw
1412;46610.0;G;4661;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines, werktuigen en toebehoren voor de landbouw
693;4662.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in gereedschapswerktuigen
1413;46620.0;G;4662;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in gereedschapswerktuigen
694;4663.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw
1414;46630.0;G;4663;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw
695;4664.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de textielindustrie en in naai- en breimachines
1415;46640.0;G;4664;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de textielindustrie en in naai- en breimachines
696;4665.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in kantoormeubelen
1416;46650.0;G;4665;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in kantoormeubelen
697;4666.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere kantoormachines en kantoorbenodigdheden
1417;46660.0;G;4666;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere kantoormachines en kantoorbenodigdheden, met uitzondering van computers en randapparatuur
698;4669.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen
1418;46691.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de productie van voedings- en genotmiddelen
1419;46692.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in verpakkingsmachines en weegtoestellen
1420;46693.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in elektrisch materiaal, inclusief installatiemateriaal
1421;46694.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in hijs-, hef- en transportwerktuigen
1422;46695.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in pompen en compressoren
1423;46696.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in meet-, controle- en navigatieinstrumenten
1424;46697.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek voor industrieel gebruik
1425;46699.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen, n.e.g.
211;467.0;G;46;3.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Overige gespecialiseerde groothandel
699;4671.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten
1426;46710.0;G;4671;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten
700;4672.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in metalen en metaalertsen
1427;46720.0;G;4672;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in metalen en metaalertsen
701;4673.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in hout, bouwmaterialen en sanitair
1428;46731.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in bouwmaterialen, algemeen assortiment
1429;46732.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in hout
1430;46733.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in behang, verf en woningtextiel
1431;46734.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vlakglas
1432;46735.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vloer- en wandtegels
1433;46736.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in sanitair
1434;46739.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in overige bouwmaterialen
702;4674.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzerwaren en in installatiemateriaal voor loodgieterswerk en verwarming
1435;46741.0;G;4674;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzerwaren
1436;46742.0;G;4674;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
703;4675.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in chemische producten
1437;46751.0;G;4675;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in chemische producten voor industrieel gebruik
1438;46752.0;G;4675;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kunstmeststoffen en andere agrochemische producten
704;4676.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere intermediaire producten
1439;46761.0;G;4676;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in diamant en andere edelstenen
1440;46769.0;G;4676;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere intermediaire producten, n.e.g.
705;4677.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in afval en schroot
1441;46771.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in autosloopmateriaal
1442;46772.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzer- en staalschroot en in oude non-ferrometalen
1443;46779.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in afval en schroot, n.e.g.
212;469.0;G;46;3.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel
706;4690.0;G;469;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel
1444;46900.0;G;4690;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel
707;4711.0;G;471;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen
1445;47111.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels in diepvriesproducten
1446;47112.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte van minder dan 100 m²)
1447;47113.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 100 m² en minder dan 400 m²)
1448;47114.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 400 m² en minder dan 2500 m²)
1449;47115.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte vanaf 2500 m²)
708;4719.0;G;471;4.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Overige detailhandel in niet-gespecialiseerde winkels
1450;47191.0;G;4719;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte van minder dan 2500 m²)
1451;47192.0;G;4719;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte vanaf 2500 m²)
213;472.0;G;47;3.0;GROCERIES;EXPENSES - GOODS;Detailhandel in voedings- en genotmiddelen in gespecialiseerde winkels
709;4721.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in groenten en fruit in gespecialiseerde winkels
1452;47210.0;G;4721;;GROCERIES;EXPENSES - GOODS;Detailhandel in groenten en fruit in gespecialiseerde winkels
710;4722.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels
1453;47221.0;G;4722;;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild en van gevogelte
1454;47222.0;G;4722;;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees van wild en van gevogelte in gespecialiseerde winkels
711;4723.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in vis en schaal- en weekdieren in gespecialiseerde winkels
1455;47230.0;G;4723;;GROCERIES;EXPENSES - GOODS;Detailhandel in vis en schaal- en weekdieren in gespecialiseerde winkels
712;4724.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in brood, banketbakkerswerk en suikerwerk in gespecialiseerde winkels
1456;47241.0;G;4724;;GROCERIES;EXPENSES - GOODS;Detailhandel in brood en banketbakkerswerk in gespecialiseerde winkels (koude bakkers)
1457;47242.0;G;4724;;GROCERIES;EXPENSES - GOODS;Detailhandel in chocolade en suikerwerk in gespecialiseerde winkels
713;4725.0;G;472;4.0;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in dranken in gespecialiseerde winkels
1458;47251.0;G;4725;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in wijnen en geestrijke dranken in gespecialiseerde winkels
1459;47252.0;G;4725;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in dranken in gespecialiseerde winkels, algemeen assortiment
714;4726.0;G;472;4.0;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in tabaksproducten in gespecialiseerde winkels
1460;47260.0;G;4726;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in tabaksproducten in gespecialiseerde winkels
715;4729.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Overige detailhandel in voedingsmiddelen in gespecialiseerde winkels
1461;47291.0;G;4729;;GROCERIES;EXPENSES - GOODS;Detailhandel in zuivelproducten en eieren in gespecialiseerde winkels
1462;47299.0;G;4729;;GROCERIES;EXPENSES - GOODS;Overige detailhandel in voedingsmiddelen in gespecialiseerde winkels, n.e.g.
214;473.0;G;47;3.0;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels
716;4730.0;G;473;4.0;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels
1463;47300.0;G;4730;;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels
215;474.0;G;47;3.0;INFORMATION AND COMMUNICATION EQUIPMENT;INVESTMENTS - GOODS;Detailhandel in ICT-apparatuur in gespecialiseerde winkels
717;4741.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels
1464;47410.0;G;4741;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels
718;4742.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in telecommunicatieapparatuur in gespecialiseerde winkels
1465;47420.0;G;4742;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in telecommunicatieapparatuur in gespecialiseerde winkels
719;4743.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in audio- en videoapparatuur in gespecialiseerde winkels
1466;47430.0;G;4743;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in audio- en videoapparatuur in gespecialiseerde winkels
720;4751.0;G;475;4.0;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in textiel in gespecialiseerde winkels
1467;47511.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in kledingstoffen in gespecialiseerde winkels
1468;47512.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in huishoudtextiel en beddengoed in gespecialiseerde winkels
1469;47513.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in breigarens, handwerken en fournituren in gespecialiseerde winkels
1470;47519.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in overig textiel in gespecialiseerde winkels
721;4752.0;G;475;4.0;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Detailhandel in ijzerwaren, verf en glas in gespecialiseerde winkels
1471;47521.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment
1472;47522.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in houten bouw- en tuinmaterialen in gespecialiseerde winkels
1473;47523.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in wand- en vloertegels in gespecialiseerde winkels
1474;47524.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in parket-, laminaat- en kurkvloeren in gespecialiseerde winkels
1475;47525.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in ijzerwaren en gereedschappen in gespecialiseerde winkels
1476;47526.0;G;4752;5.0;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Detailhandel in verf en verfwaren in gespecialiseerde winkels
1477;47527.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in sanitaire artikelen en sanitair installatiemateriaal in gespecialiseerde winkels
1478;47529.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in overige bouwmaterialen in gespecialiseerde winkels
722;4753.0;G;475;4.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in tapijten en andere vloerbedekking en wandbekleding in gespecialiseerde winkels
1479;47530.0;G;4753;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in tapijten en andere vloerbedekking en wandbekleding in gespecialiseerde winkels
723;4754.0;G;475;4.0;HOUSEHOLD APPLIANCES;EXPENSES - GOODS;Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels
1480;47540.0;G;4754;;HOUSEHOLD APPLIANCES;EXPENSES - GOODS;Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels
724;4759.0;G;475;4.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in meubelen, verlichtingsbenodigdheden en andere huishoudelijke artikelen in gespecialiseerde winkels
1481;47591.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in huismeubilair in gespecialiseerde winkels
1482;47592.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in verlichtingsartikelen in gespecialiseerde winkels
1483;47593.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen in gespecialiseerde winkels
1484;47594.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in muziekinstrumenten in gespecialiseerde winkels
1485;47599.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in andere huishoudelijke artikelen in gespecialiseerde winkels, n.e.g.
216;476.0;G;47;3.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in cultuur- en recreatieartikelen in gespecialiseerde winkels
725;4761.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in boeken in gespecialiseerde winkels
1486;47610.0;G;4761;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in boeken in gespecialiseerde winkels
726;4762.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in kranten en kantoorbehoeften in gespecialiseerde winkels
1487;47620.0;G;4762;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in kranten en kantoorbehoeften in gespecialiseerde winkels
727;4763.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in audio- en video-opnamen in gespecialiseerde winkels
1488;47630.0;G;4763;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in audio- en video-opnamen in gespecialiseerde winkels
728;4764.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in sportartikelen in gespecialiseerde winkels
1489;47640.0;G;4764;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in sport- en kampeerartikelen in gespecialiseerde winkels
729;4765.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in spellen en speelgoed in gespecialiseerde winkels
1490;47650.0;G;4765;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in spellen en speelgoed in gespecialiseerde winkels
730;4771.0;G;477;4.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in kleding in gespecialiseerde winkels
1491;47711.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in damesbovenkleding in gespecialiseerde winkels
1492;47712.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in herenbovenkleding in gespecialiseerde winkels
1493;47713.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in baby- en kinderbovenkleding in gespecialiseerde winkels
1494;47714.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in onderkleding, lingerie en strand- en badkleding in gespecialiseerde winkels
1495;47715.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in kledingaccessoires in gespecialiseerde winkels
1496;47716.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment)
731;4772.0;G;477;4.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in schoeisel en lederwaren in gespecialiseerde winkels
1497;47721.0;G;4772;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in schoeisel in gespecialiseerde winkels
1498;47722.0;G;4772;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in lederwaren en reisartikelen in gespecialiseerde winkels
732;4773.0;G;477;4.0;MEDICINES AND HEALTH PRODUCTS;EXPENSES - GOODS;Apothekers in gespecialiseerde winkels
1499;47730.0;G;4773;;MEDICINES AND HEALTH PRODUCTS;EXPENSES - GOODS;Apotheken
733;4774.0;G;477;4.0;ASSISTIVE PRODUCTS;EXPENSES - GOODS;Detailhandel in medische en orthopedische artikelen in gespecialiseerde winkels
1500;47740.0;G;4774;;ASSISTIVE PRODUCTS;EXPENSES - GOODS;Detailhandel in medische en orthopedische artikelen in gespecialiseerde winkels
734;4775.0;G;477;4.0;PERSONAL CARE PRODUCTS;EXPENSES - GOODS;Detailhandel in cosmetica en toiletartikelen in gespecialiseerde winkels
1501;47750.0;G;4775;;PERSONAL CARE PRODUCTS;EXPENSES - GOODS;Detailhandel in cosmetica en toiletartikelen in gespecialiseerde winkels
735;4776.0;G;477;4.0;GARDEN PRODUCTS AND PETS;EXPENSES - GOODS;Detailhandel in bloemen, planten, zaden, kunstmeststoffen, huisdieren en voedsel voor huisdieren in gespecialiseerde winkels
1502;47761.0;G;4776;;GARDEN PRODUCTS AND PETS;EXPENSES - GOODS;Detailhandel in bloemen, planten, zaden en kunstmeststoffen in gespecialiseerde winkels
1503;47762.0;G;4776;;GARDEN PRODUCTS AND PETS;EXPENSES - GOODS;Detailhandel in huisdieren, voedsel voor huisdieren en benodigdheden daarvoor in gespecialiseerde winkels
736;4777.0;G;477;4.0;LUXERY GOODS;EXPENSES - GOODS;Detailhandel in uurwerken en sieraden in gespecialiseerde winkels
1504;47770.0;G;4777;;LUXERY GOODS;EXPENSES - GOODS;Detailhandel in uurwerken en sieraden in gespecialiseerde winkels
1505;47781.0;G;4778;5.0;UTILITIES - LIQUID FUELS;EXPENSES - GOODS;Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen
1506;47782.0;G;4778;5.0;CULTURAL AND RECREATIONAL DURABLES;EXPENSES - GOODS;Detailhandel in fotografische en optische artikelen en in precisieinstrumenten in gespecialiseerde winkels
1507;47783.0;G;4778;5.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in wapens en munitie in gespecialiseerde winkels
1508;47784.0;G;4778;5.0;MEDICINES AND HEALTH PRODUCTS;EXPENSES - GOODS;Detailhandel in drogisterijartikelen en onderhoudsproducten in gespecialiseerde winkels
1509;47785.0;G;4778;5.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Detailhandel in fietsen in gespecialiseerde winkels
1510;47786.0;G;4778;5.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in souvenirs en religieuze artikelen in gespecialiseerde winkels
1511;47787.0;G;4778;5.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in nieuwe kunstvoorwerpen in gespecialiseerde winkels
1512;47788.0;G;4778;5.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel in babyartikelen (algemeen assortiment)
1513;47789.0;G;4778;5.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g.
737;4779.0;G;477;4.0;SECOND-HAND RETAIL;EXPENSES - GOODS;Detailhandel in antiquiteiten en tweedehandsgoederen in winkels
1514;47791.0;G;4779;;SECOND-HAND RETAIL;EXPENSES - GOODS;Detailhandel in antiquiteiten in winkels
1515;47792.0;G;4779;;SECOND-HAND RETAIL;EXPENSES - GOODS;Detailhandel in tweedehandskleding in winkels
1516;47793.0;G;4779;;SECOND-HAND RETAIL;EXPENSES - GOODS;Detailhandel in andere tweedehandsgoederen in winkels, m.u.v. tweedehandskleding
738;4781.0;G;478;4.0;GROCERIES;EXPENSES - GOODS;Markt- en straathandel in voedings- en genotmiddelen
1517;47810.0;G;4781;;GROCERIES;EXPENSES - GOODS;Markt- en straathandel in voedings- en genotmiddelen
739;4782.0;G;478;4.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Markt- en straathandel in textiel, kleding en schoeisel
1518;47820.0;G;4782;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Markt- en straathandel in textiel, kleding en schoeisel
740;4789.0;G;478;4.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Markt- en straathandel in andere artikelen
1519;47890.0;G;4789;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Markt- en straathandel in andere artikelen
217;479.0;G;47;3.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel, niet in winkels en exclusief markt- en straathandel
741;4791.0;G;479;4.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel via postorderbedrijven of via internet
1520;47910.0;G;4791;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel via postorderbedrijven of via internet
