MCC,MCC_TITLE,MCC_DESCRIPTION,INCLUDED_IN_MCC,SIMILAR_MERCHANTS
0742,Veterinary Services,"Merchants classified with this MCC are licensed practitioners of veterinary medicine, dentistry, or surgery. This MCC includes medical practitioners of pets (e.g., dogs, cats), livestock (e.g., cattle, horses, sheep, hogs, goats, poultry), and large or exotic animals.","Animal Doctors, Hospitals Clinics – Pet Hospitals – Pet Pet Clinics Services – Veterinary","5995 – Pet Shops, Pet Foods and Supplies Store"
0763,Agricultural Co-operatives,"Merchants classified with this MCC provide farm management services or engage in farming operations. Also included in this MCC are associations and cooperatives that provide assistance and services to farmers in farm management. These services include, but are not limited to financial assistance, management or complete maintenance of crops, soil preparation, planting and cultivating, aerial dusting and spraying, disease and insect control, weed control, and harvesting crops.",Farm Management Services Orchards Vineyards,"0780 – Landscaping and Horticultural Services 4225 – Public Warehousing and Storage – Farm Products, Refrigerated Goods, Household Goods, and Storage"
0780,Landscaping and Horticultural Services,"Merchants classified with this MCC provide landscape planning and design services. This MCC also includes Merchants that offer a variety of lawn and garden services (e.g., planting, fertilizing, mowing, mulching, seeding, spraying, sod laying).",Gardening Services Horticulture Services Services – Gardening Services – Horticulture Services – Landscaping,"5193 – Florist Supplies, Nursery Stock and Flowers 5261 – Nurseries and Lawn and Garden Supply Stores"
1520,General Contractors – Residential and Commercial,"Merchants classified with this MCC are general contractors primarily engaged in construction of residential and/or commercial buildings. This MCC includes contractors that perform new construction as well as remodeling, repair, additions, or alterations.","Building Contractors – Residential, Commercial Construction Companies Contractors – General Contractors – Residential, Commercial","1711 – Heating, Plumbing, and Air Conditioning Contractors 1731 – Electrical Contractors 1740 – Masonry, Stonework, Tile Setting, Plastering and Insulation Contractors 1750 – Carpentry Contractors ........ 1761 – Roofing, Siding, and Sheet Metal Work Contractors 1771 –Concrete Work Contractors 1799 – Special Trade Contractors (Not Elsewhere Classified)"
1711,"Heating, Plumbing, and Air Conditioning Contractors","Merchants classified with this MCC are contractors that provide heating, plumbing and air conditioning services. This MCC includes contractors that perform air system balancing and testing, drainage system installation, furnace repair, irrigation system installation, refrigeration and freezer work, sewer hookups and connections, solar heating, sprinkler system installation and water pump installation and servicing.","Air Conditioning Contractors Contractors – Air Conditioning Contractors – Heating
Contractors – Plumbing Heating Contractors Plumbing Contractors",1520 – General Contractors – Residential and Commercial 5074 – Plumbing and Heating Equipment and Supplies 1799 – Special Trade Contractors (Not Elsewhere Classified)
1731,Electrical Contractors,"Merchants classified with this MCC are contractors that provide electrical work such as fire alarm installation, sound equipment installation, telecommunications equipment installation, cable/internet installation, and telephone and telephone equipment installation.",Contractors – Electrical,1520 – General Contractors – Residential and Commercial 1799 – Special Trade Contractors (Not Elsewhere Classified)
1740,"Masonry, Stonework, Tile Setting, Plastering and Insulation Contractors","Merchants classified with this MCC are contractors that perform masonry work, stone setting and other stone work, tile setting, plain and ornamental plastering, and insulation. This MCC also includes contractors that perform bricklaying, ceramic and marble work, mosaic work, acoustical improvements, and drywall construction.",Contractors – Insulation Contractors – Masonry Contractors – Plastering Contractors – Stonework Contractors – Tile Setting Insulation Contractors Plastering Contractors Stonework Contractors Tile Setting Contractors,1520 – General Contractors – Residential and Commercial 1799 – Special Trade Contractors (Not Elsewhere Classified)
1750,Carpentry Contractors,"Merchants classified with this MCC are contractors that perform carpentry work. This MCC includes contractors that do cabinet work at the construction site, framing, trim and finish work and window and door installation.",Contractors – Carpentry,1520 – General Contractors – Residential and Commercial 1799 – Special Trade Contractors (Not Elsewhere Classified)
1761,"Roofing, Siding, and Sheet Metal Work Contractors","Merchants classified with this MCC are contractors that install roofing and/or siding and do sheet metal work. This MCC includes contractors that perform architectural sheet metal work, ceilings and skylight installation, duct and gutter installation, and roof spraying, painting or coating.",Contractors – Roofing Contractors – Sheet Metal Work Contractors – Siding Sheet Metal Work Contractors Siding Contractors,1520 – General Contractors – Residential and Commercial 1799 – Special Trade Contractors (Not Elsewhere Classified)
1771,Concrete Work Contractors,"Merchants classified with this MCC are contractors that perform concrete, cement or asphalt work. This MCC includes contractors that construct private driveways and walks of all materials. Also included in this category are contractors that pour concrete for foundations and perform grouting work and concrete patio and sidewalk construction.",Asphalt Contractors Cement Contractors Contractors – Concrete Work,1520 – General Contractors – Residential and Commercial 1799 – Special Trade Contractors (Not Elsewhere Classified)
1799,Special Trade Contractors (Not Elsewhere Classified),"Merchants classified with this MCC are special trade contractors that perform construction work not covered with a more specific MCC. This MCC includes contractors that perform jobs such as awning installation, bathtub refinishing, fence construction, fire escape installation, house moving, home window replacement, garage door installation, ornamental metal work, swimming pool construction, glasswork, well drilling, wallpaper services, and waterproofing.","Contractors – Decorating Contractors – Demolition Services Contractors – Glasswork Contractors – Painting, Home and Building Contractors – Paper Hanging Contractors – Special Trade Contractors Contractors – Welding Contractors – Well Drilling Decorating Contractors Decorators – Interior Demolition Services Garage Door Installation Glasswork Contractors Interior Decorators Window Replacement Miscellaneous Special Contractors Painting Contractors – Home, Building Paper Hanging Contractors Services – Demolition Wallpaper Hangers Welding Contractors Well Drilling Contractors",1520 – General Contractors – Residential and Commercial
2741,Miscellaneous Publishing and Printing,"Merchants classified with this MCC engage in business-to-business or wholesale printing, publishing and/or bookbinding activity. This includes Merchants that print or publish maps and atlases, business newsletters, directories, sheet music, paper patterns, technical manuals and papers, telephone directories and yearbooks.","Bookbinding Services Printing Services Publishing Services Services – Bookbinding Services – Publishing, Printing","5192 – Books, Periodicals and Newspapers 5942 – Book Stores 7338 – Quick Copy, Reproduction, and Blueprinting Services"
2791,"Typesetting, Plate Making and Related Services","Merchants classified with this MCC perform business- to-business or wholesale typesetting for the printing trade and those that make plates for printing purposes. These Merchants are involved in advertisement typesetting, phototypesetting, computer-controlled typesetting, and color separations. This MCC also includes Merchants that make positives and negatives from which offset lithographic plates are made. These establishments do not print from the plates they make but prepare them only for use by other Merchants. This MCC also includes Merchants that provide engraving or embossing services for printing purposes, such as engraving on wood, rubber, copper, or steel, or photoengraving.",Plate Making Services Services – Plate Making Services – Typesetting,"2741 – Miscellaneous Publishing and Printing 7338 – Quick Copy, Reproduction, and Blueprinting Services"
2842,"Specialty Cleaning, Polishing and Sanitation Preparations","Merchants classified with this MCC engage in the business-to-business or wholesale manufacture of polishes for wood, metal, and other materials as well as cleaning solutions, industrial and household disinfectants, and other sanitation preparations. Also included in this MCC are Merchants that sell non- personal deodorants, waxes and dressings for fabricated leather and other materials, wax removers, dry cleaning fluid and chemicals, rust and stain removers, wallpaper cleaners, and window cleaning solutions.","Cleaning Preparations Materials – Cleaning, Polishing, Sanitation Polishing Preparations Sanitation Preparations
Airlines and Air Carriers
MCC
Merchant Name
Required Name in Authorization Request/Clearing Record",5085 – Industrial Supplies (Not Elsewhere Classified) 5169 – Chemicals and Allied Products (Not Elsewhere Classified)
3000,UNITED AIRLINES,,,
3001,AMERICAN AIRLINES,,,
3002,PAN AMERICAN,,,
3003,EUROFLY AIRLINES,,,
3004,DRAGON AIRLINES,,,
3005,BRITISH AIRWAYS,,,
3006,JAPAN AIRLINES,,,
3007,AIR FRANCE,,,
3008,LUFTHANSA,,,
3009,AIR CANADA,,,
3010,KLM (ROYAL DUTCH AIRLINES),,,
3011,AEROFLOT,,,
3012,QANTAS,,,
3013,ITA AIRWAYS (FORMERLY ALITALIA),,,
3014,SAUDI ARABIAN AIRLINES,,,
3015,SWISS INTERNATIONAL AIRLINES,,,
3016,SAS,,,
3017,SOUTH AFRICAN AIRWAYS,,,
3018,VARIG (BRAZIL),,,
3019,EASTERN AIRLINES,,,
3020,AIR-INDIA,,,
3021,AIR ALGERIE,,,
3022,PHILIPPINE AIRLINES,,,
3023,MEXICANA,,,
3024,PAKISTAN INTERNATIONAL,,,
3025,AIR NEW ZEALAND,,,
3026,EMIRATES AIRLINES,,,
3027,UTA/INTERAIR,,,
3028,AIR MALTA,,,
3029,SN BRUSSELS AIRLINES,,,
3030,AEROLINEAS ARGENTINAS,,,
3031,OLYMPIC AIRWAYS,,,
3032,EL AL,,,
3033,ANSETT AIRLINES,,,
3034,ETIHAD AIRWAYS,,,
3035,TAP (PORTUGAL),,,
3036,VASP (BRAZIL),,,
3037,EGYPTAIR,,,
3038,KUWAIT AIRWAYS,,,
3039,AVIANCA,,,
3040,GULF AIR (BAHRAIN),,,
3041,BALKAN-BULGARIAN AIRLINES,,,
3042,FINNAIR,,,
3043,AER LINGUS,,,
3044,AIR LANKA,,,
3045,NIGERIA AIRWAYS,,,
3046,CRUZEIRO DO SUL (BRAZIL),,,
3047,TURKISH AIRLINES,,,
3048,ROYAL AIR MAROC,,,
3049,TUNIS AIR,,,
3050,ICELANDAIR,,,
3051,AUSTRIAN AIRLINES,,,
3052,LAN AIRLINES,,,
3053,AVIACO (SPAIN),,,
3054,LADECO (CHILE),,,
3055,LAB (BOLIVIA),,,
3056,JET AIRWAYS,,,
3057,VIRGIN AMERICA,,,
3058,DELTA,,,
3059,DBA AIRLINES,,,
3060,NORTHWEST,,,
3061,CONTINENTAL,,,
3062,HAPAG-LLOYD EXPRESS AIRLINES,,,
3063,US AIRWAYS,,,
3064,ADRIA AIRWAYS,,,
3065,AIRINTER,,,
3066,SOUTHWEST,,,
3067,VANGUARD AIRLINES,,,
3068,AIR ASTANA,,,
3069,SUN COUNTRY AIRLINES,,,
3070,FLYDUBAI,,,
3071,AIR BRITISH COLUMBIA,,,
3072,CEBU PACIFIC AIRLINES,,,
3075,SINGAPORE AIRLINES,,,
3076,AEROMEXICO,,,
3077,THAI AIRWAYS,,,
3078,CHINA AIRLINES,,,
3079,JETSTAR AIRWAYS,,,
3080,SWOOP INC,,,
3081,XIAMEN AIRLINES,,,
3082,KOREAN AIRLINES,,,
3083,AIR AFRIQUE,,,
3084,EVA AIRWAYS,,,
3085,MIDWEST EXPRESS AIRLINES,,,
3086,CARNIVAL AIRLINES,,,
3087,METRO AIRLINES,,,
3088,CROATIA AIRLINES,,,
3089,TRANSAERO,,,
3090,UNI AIRWAYS CORPORATION,,,
3094,ZAMBIA AIRWAYS,,,
3096,AIR ZIMBABWE,,,
3097,SPANAIR,,,
3098,ASIANA AIRLINES,,,
3099,CATHAY PACIFIC,,,
3100,MALAYSIAN AIRLINE SYSTEM,,,
3102,IBERIA,,,
3103,GARUDA (INDONESIA),,,
3106,BRAATHENS S.A.F.E. (NORWAY),,,
3110,WINGS AIRWAYS,,,
3111,BRITISH MIDLAND,,,
3112,WINDWARD ISLAND,,,
3115,TOWER AIR,,,
3117,VIASA,,,
3118,VALLEY AIRLINES,,,
3125,TAN,,,
3126,TALAIR,,,
3127,TACA INTERNATIONAL,,,
3129,SURINAM AIRWAYS,,,
3130,SUNWORLD INTERNATIONAL,,,
3131,VLM AIRLINES,,,
3132,FRONTIER AIRLINES,,,
3133,SUNBELT AIRLINES,,,
3135,SUDAN AIRWAYS,,,
3136,QATAR AIRWAYS,,,
3137,SINGLETON,,,
3138,SIMMONS AIRLINES,,,
3143,SCENIC AIRLINES,,,
3144,VIRGIN ATLANTIC,,,
3145,SAN JUAN AIRLINES,,,
3146,LUXAIR,,,
3148,AIR LITTORAL SA,,,
3151,AIR ZAIRE,,,
3154,PRINCEVILLE,,,
3156,GO FLY LTD,,,
3159,PBA,,,
3161,ALL NIPPON AIRWAYS,,,
3164,NORONTAIR,,,
3165,NEW YORK HELICOPTER,,,
3167,AEROCONTINENTE,,,
3168,HAINAN AIRLINES,,,
3170,MOUNT COOK,,,
3171,CANADIAN AIRLINES INTERNATIONAL,,,
3172,NATIONAIR,,,
3174,JETBLUE AIRWAYS,,,
3175,MIDDLE EAST AIR,,,
3176,METROFLIGHT AIRLINES,,,
3177,AIRTRAN AIRWAYS,,,
3178,MESA AIR,,,
3180,WESTJET AIRLINES,,,
3181,MALEV,,,
3182,LOT (POLAND),,,
3183,OMAN AVIATION SERVICES,,,
3184,LIAT,,,
3185,LAV (VENEZUELA),,,
3186,LAP (PARAGUAY),,,
3187,LACSA (COSTA RICA),,,
3188,VIRGIN EXPRESS,,,
3190,JUGOSLAV AIR,,,
3191,ISLAND AIRLINES,,,
3193,INDIAN AIRLINES,,,
3196,HAWAIIAN AIR,,,
3197,HAVASU AIRLINES,,,
3200,GUYANA AIRWAYS,,,
3203,GOLDEN PACIFIC AIR,,,
3204,FREEDOM AIR,,,
3206,CHINA EASTERN AIRLINES,,,
3211,NORWEGIAN AIR SHUTTLE,,,
3212,DOMINICANA,,,
3213,BRAATHENS REGIONAL AIRLINES,,,
3215,DAN AIR SERVICES,,,
3216,CUMBERLAND AIRLINES,,,
3217,CSA,,,
3218,CROWN AIR,,,
3219,COPA,,,
3220,COMPANIA FAUCETT,,,
3221,TRANSPORTES AEROS MILITARES ECUATORIANOS,,,
3222,COMMAND AIRWAYS,,,
3223,COMAIR,,,
3226,SKYWAYS AIR,,,
3228,CAYMAN AIRWAYS,,,
3229,SAETA – SOCIAEDAD ECUATORIANOS DE TRANSPORTES AEREOS,,,
3231,SAHSA – SERVICIO AEREO DE HONDURAS,,,
3233,CAPITOL AIR,,,
3234,CARIBBEAN AIRLINES,,,
3235,BROCKWAY AIR,,,
3236,AIR ARABIA AIRLINE,,,
3238,BEMIDJI AIRLINES,,,
3239,BAR HARBOR AIRLINES,,,
3240,BAHAMASAIR,,,
3241,AVIATECA (GUATEMALA),,,
3242,AVENSA,,,
3243,AUSTRIAN AIR SERVICE,,,
3245,EASYJET AIRLINES,,,
3246,RYANAIR,,,
3247,GOL AIRLINES,,,
3248,TAM AIRLINES,,,
3251,ALOHA AIRLINES,,,
3252,ALM,,,
3254,US AIR SHUTTLE,,,
3256,ALASKA AIRLINES,,,
3259,AMERICAN TRANS AIR,,,
3260,SPIRIT AIRLINES,,,
3261,AIR CHINA,,,
3262,"RENO AIR, INC.",,,
3263,AERO SERVICO CARABOBO,,,
3266,AIR SEYCHELLES,,,
3267,AIR PANAMA,,,
3280,AIR JAMAICA,,,
3282,AIR DJIBOUTI,,,
3284,AERO VIRGIN ISLANDS,,,
3285,AEROPERU,,,
3286,AEROLINEAS NICARAGUENSIS,,,
3287,AERO COACH AVIATION,,,
3292,CYPRUS AIRWAYS,,,
3293,ECUATORIANA,,,
3294,ETHIOPIAN AIRLINES,,,
3295,KENYA AIRWAYS,,,
3296,AIR BERLIN,,,
3297,TAROM ROMANIAN AIR TRANSPORT,,,
3298,AIR MAURITIUS,,,
3299,WIDEROE’S FLYVESELSKAP,,,
3300,AZUL AIR,,,
3301,WIZZ AIR,,,
3302,FLYBE LTD,,,
3303,TIGERAIR,,,
3308,CHINA SOUTHERN AIRLINES,,,
3351,AFFILIATED AUTO RENTAL,,,
3352,AMERICAN INTL RENT-A-CAR,,,
3353,BROOKS RENT-A-CAR,,,
3354,ACTION AUTO RENTAL,,,
3355,SIXT CAR RENTAL,,,
3357,HERTZ,,,
3359,PAYLESS CAR RENTAL,,,
3360,SNAPPY CAR RENTAL,,,
3361,AIRWAYS RENT-A-CAR,,,
3362,ALTRA AUTO RENTAL,,,
3364,AGENCY RENT-A-CAR,,,
3366,BUDGET RENT-A-CAR,,,
3368,HOLIDAY RENT-A-CAR,,,
3370,RENT-A-WRECK,,,
3374,ACCENT RENT-A-CAR,,,
3376,AJAX RENT-A-CAR,,,
3380,TRIANGLE RENT-A-CAR,,,
3381,EUROP CAR,,,
3385,TROPICAL RENT-A-CAR,,,
3386,SHOWCASE RENTAL CARS,,,
3387,ALAMO RENT-A-CAR,,,
3388,MERCHANTS RENT-A-CAR,,,
3389,AVIS RENT-A-CAR,,,
3390,DOLLAR RENT-A-CAR,,,
3391,EUROPE BY CAR,,,
3393,NATIONAL CAR RENTAL,,,
3394,KEMWELL GROUP RENT-A-CAR,,,
3395,THRIFTY CAR RENTAL,,,
3396,TILDEN RENT-A-CAR,,,
3398,ECONO-CAR RENT-A-CAR,,,
3400,AUTO HOST CAR RENTALS,,,
3405,ENTERPRISE RENT-A-CAR,,,
3409,GENERAL RENT-A-CAR,,,
3412,A-1 RENT-A-CAR,,,
3414,GODFREY NATL RENT-A-CAR,,,
3420,ANSA INTL RENT-A-CAR,,,
3421,ALLSTATE RENT-A-CAR,,,
3423,AVCAR RENT-A-CAR,,,
3425,AUTOMATE RENT-A-CAR,,,
3427,AVON RENT-A-CAR,,,
3428,CAREY RENT-A-CAR,,,
3429,INSURANCE RENT-A-CAR,,,
3430,MAJOR RENT-A-CAR,,,
3431,REPLACEMENT RENT-A-CAR,,,
3432,RESERVE RENT-A-CAR,,,
3433,UGLY DUCKLING RENT-A-CAR,,,
3434,USA RENT-A-CAR,,,
3435,VALUE RENT-A-CAR,,,
3436,AUTOHANSA RENT-A-CAR,,,
3437,CITE RENT-A-CAR,,,
3438,INTERENT RENT-A-CAR,,,
3439,MILLEVILLE RENT-A-CAR,,,
3441,ADVANTAGE RENT-A-CAR,,,
3501,HOLIDAY INNS,,,
3502,BEST WESTERN HOTELS,,,
3503,SHERATON,,,
3504,HILTON HOTELS,,,
3505,FORTE HOTELS,,,
3506,GOLDEN TULIP HOTELS,,,
3507,FRIENDSHIP INNS,,,
3508,QUALITY INNS,,,
3509,MARRIOTT,,,
3510,DAYS INNS,,,
3511,ARABELLA HOTELS,,,
3512,INTER-CONTINENTAL HOTELS,,,
3513,WESTIN,,,
3514,AMERISUITES,,,
3515,RODEWAY INNS,,,
3516,LA QUINTA INN AND SUITES,,,
3517,AMERICANA HOTELS,,,
3518,SOL HOTELS,,,
3519,PULLMAN INTERNATIONAL HOTELS,,,
3520,MERIDIEN HOTELS,,,
3521,ROYAL LAHAINA RESORTS,,,
3522,TOKYO HOTEL,,,
3523,PENINSULA HOTEL,,,
3524,WELCOMGROUP HOTELS,,,
3525,DUNFEY HOTELS,,,
3526,PRINCE HOTELS,,,
3527,DOWNTOWNER-PASSPORT HOTEL,,,
3528,RED LION INNS,,,
3529,CP HOTELS,,,
3530,RENAISSANCE HOTELS,,,
3531,KAUAI COCONUT BEACH RESORT,,,
3532,ROYAL KONA RESORT,,,
3533,HOTEL IBIS,,,
3534,SOUTHERN PACIFIC HOTELS,,,
3535,HILTON INTERNATIONALS,,,
3536,AMFAC HOTELS,,,
3537,ANA HOTEL,,,
3538,CONCORDE HOTELS,,,
3539,SUMMERFIELD SUITES HOTELS,,,
3540,IBEROTEL HOTELS,,,
3541,HOTEL OKURA,,,
3542,ROYAL HOTELS,,,
3543,FOUR SEASONS HOTELS,,,
3544,CIGA HOTELS,,,
3545,SHANGRI-LA INTERNATIONAL,,,
3546,HOTEL SIERRA,,,
3548,HOTELES MELIA,,,
3549,AUBERGE DES GOVERNEURS,,,
3550,REGAL 8 INNS,,,
3551,MIRAGE HOTEL AND CASINO,,,
3552,COAST HOTELS,,,
3553,PARK INNS INTERNATIONAL,,,
3554,PINEHURST RESORT,,,
3555,TREASURE ISLAND HOTEL AND CASINO,,,
3556,BARTON CREEK RESORT,,,
3557,MANHATTAN EAST SUITE HOTELS,,,
3558,JOLLY HOTELS,,,
3559,CANDLEWOOD SUITES,,,
3560,ALADDIN RESORT AND CASINO,,,
3561,GOLDEN NUGGET,,,
3562,COMFORT INNS,,,
3563,JOURNEY’S END MOTELS,,,
3564,SAM’S TOWN HOTEL AND CASINO,,,
3565,RELAX INNS,,,
3566,GARDEN PLACE HOTEL,,,
3567,SOHO GRAND HOTEL,,,
3568,LADBROKE HOTELS,,,
3569,TRIBECA GRAND HOTEL,,,
3570,FORUM HOTELS,,,
3571,GRAND WAILEA RESORT,,,
3572,MIYAKO HOTELS,,,
3573,SANDMAN HOTELS,,,
3574,VENTURE INNS,,,
3575,VAGABOND HOTELS,,,
3576,LA QUINTA RESORT,,,
3577,MANDARIN ORIENTAL HOTEL,,,
3578,FRANKENMUTH BAVARIAN,,,
3579,HOTEL MERCURE,,,
3580,HOTEL DEL CORONADO,,,
3581,DELTA HOTEL,,,
3582,CALIFORNIA HOTEL AND CASINO,,,
3583,RADISSON BLU,,,
3584,PRINCESS HOTELS INTERNATIONAL,,,
3585,HUNGAR HOTELS,,,
3586,SOKOS HOTELS,,,
3587,DORAL HOTELS,,,
3588,HELMSLEY HOTELS,,,
3589,DORAL GOLF RESORT,,,
3590,FAIRMONT HOTELS,,,
3591,SONESTA HOTELS,,,
3592,OMNI HOTELS,,,
3593,CUNARD HOTELS,,,
3594,ARIZONA BILTMORE,,,
3595,HOSPITALITY INNS,,,
3596,WYNN LAS VEGAS,,,
3597,RIVERSIDE RESORT HOTEL AND CASINO,,,
3598,REGENT INTERNATIONAL HOTELS,,,
3599,PANNONIA HOTELS,,,
3600,SADDLEBROOK RESORT TAMPA,,,
3601,TRADEWINDS RESORTS,,,
3602,HUDSON HOTEL,,,
3603,NOAH’S HOTELS,,,
3604,HILTON GARDEN INN,,,
3607,FONTAINEBLEAU RESORTS,,,
3608,GAYLORD OPRYLAND,,,
3609,GAYLORD PALMS,,,
3612,MOEVENPICK HOTELS,,,
3613,MICROTEL INNS & SUITES,,,
3614,AMERICINN,,,
3615,TRAVELODGE,,,
3617,AMERICA’S BEST VALUE INN,,,
3618,GREAT WOLF,,,
3619,ALOFT,,,
3620,BINION’S HORSESHOE CLUB,,,
3621,EXTENDED STAY,,,
3622,MERLIN HOTELS,,,
3623,DORINT HOTELS,,,
3624,LADY LUCK HOTEL AND CASINO,,,
3625,HOTEL UNIVERSALE,,,
3626,STUDIO PLUS,,,
3627,EXTENDED STAY AMERICA,,,
3628,EXCALIBUR HOTEL AND CASINO,,,
3629,DAN HOTELS,,,
3630,TOKYU HOTELS,,,
3631,SLEEP INN,,,
3632,THE PHOENICIAN,,,
3633,RANK HOTELS,,,
3634,SWISSOTEL,,,
3635,RESO HOTELS,,,
3636,SAROVA HOTELS,,,
3637,RAMADA INNS,,,
3638,HOWARD JOHNSON,,,
3639,MOUNT CHARLOTTE THISTLE,,,
3640,HYATT HOTELS,,,
3641,SOFITEL HOTELS,,,
3642,NOVOTEL HOTELS,,,
3643,STEIGENBERGER HOTELS,,,
3644,ECONO LODGES,,,
3645,QUEENS MOAT HOUSES,,,
3646,SWALLOW HOTELS,,,
3647,HUSA HOTELS,,,
3648,DE VERE HOTELS,,,
3649,RADISSON HOTELS,,,
3650,RED ROOF INNS,,,
3651,IMPERIAL LONDON HOTEL,,,
3652,EMBASSY HOTELS,,,
3653,PENTA HOTELS,,,
3654,LOEWS HOTELS,,,
3655,SCANDIC HOTELS,,,
3656,SARA HOTELS,,,
3657,OBEROI HOTELS,,,
3658,NEW OTANI HOTELS,,,
3659,TAJ HOTELS INTERNATIONAL,,,
3660,KNIGHTS INNS,,,
3661,METROPOLE HOTELS,,,
3662,CIRCUS CIRCUS HOTEL AND CASINO,,,
3663,HOTELES EL PRESIDENTE,,,
3664,FLAG INN,,,
3665,HAMPTON INNS,,,
3666,STAKIS HOTELS,,,
3667,LUXOR HOTEL AND CASINO,,,
3668,MARITIM HOTELS,,,
3669,ELDORADO HOTEL AND CASINO,,,
3670,ARCADE HOTELS,,,
3671,ARCTIA HOTELS,,,
3672,CAMPANILE HOTELS,,,
3673,IBUSZ HOTELS,,,
3674,RANTASIPI HOTELS,,,
3675,INTERHOTEL CEDOK,,,
3676,MONTE CARLO HOTEL AND CASINO,,,
3677,CLIMAT DE FRANCE HOTELS,,,
3678,CUMULUS HOTELS,,,
3679,SILVER LEGACY HOTEL AND CASINO,,,
3680,HOTEIS OTHAN,,,
3681,ADAMS MARK HOTELS,,,
3682,SAHARA HOTEL AND CASINO,,,
3683,BRADBURY SUITES,,,
3684,BUDGET HOST INNS,,,
3685,BUDGETEL INNS,,,
3686,SUSSE CHALET,,,
3687,CLARION HOTELS,,,
3688,COMPRI HOTELS,,,
3689,CONSORT HOTELS,,,
3690,COURTYARD BY MARRIOTT,,,
3691,DILLON INNS,,,
3692,DOUBLETREE HOTELS,,,
3693,DRURY INNS,,,
3694,ECONOMY INNS OF AMERICA,,,
3695,EMBASSY SUITES,,,
3696,EXEL INNS,,,
3697,FAIRFIELD HOTELS,,,
3698,HARLEY HOTELS,,,
3699,MIDWAY MOTOR LODGE,,,
3700,MOTEL 6,,,
3701,LA MANSION DEL RIO,,,
3702,THE REGISTRY HOTELS,,,
3703,RESIDENCE INNS,,,
3704,ROYCE HOTELS,,,
3705,SANDMAN INNS,,,
3706,SHILO INNS,,,
3707,SHONEY’S INNS,,,
3708,VIRGIN RIVER HOTEL AND CASINO,,,
3709,SUPER 8 MOTELS,,,
3710,THE RITZ-CARLTON,,,
3711,FLAG INNS (AUSTRALIA),,,
3712,BUFFALO BILL’S HOTEL AND CASINO,,,
3713,QUALITY PACIFIC HOTEL,,,
3714,FOUR SEASONS HOTEL (AUSTRALIA),,,
3715,FAIRFIELD INN,,,
3716,CARLTON HOTELS,,,
3717,CITY LODGE HOTELS,,,
3718,KAROS HOTELS,,,
3719,PROTEA HOTELS,,,
3720,SOUTHERN SUN HOTELS,,,
3721,HILTON CONRAD,,,
3722,WYNDHAM,,,
3723,RICA HOTELS,,,
3724,INTER NOR HOTELS,,,
3725,SEA PINES RESORT,,,
3726,RIO SUITES,,,
3727,BROADMOOR HOTEL,,,
3728,BALLY’S HOTEL AND CASINO,,,
3729,JOHN ASCUAGA’S NUGGET,,,
3730,MGM GRAND HOTEL,,,
3731,HARRAH’S HOTELS AND CASINOS,,,
3732,OPRYLAND HOTEL,,,
3734,HARVEY/BRISTOL HOTELS,,,
3735,MASTERS ECONOMY INNS,,,
3736,COLORADO BELLE/EDGEWATER RESORT,,,
3737,RIVIERA HOTEL AND CASINO,,,
3738,TROPICANA RESORT & CASINO,,,
3739,WOODSIDE HOTELS & RESORTS,,,
3740,TOWNEPLACE SUITES,,,
3741,MILLENNIUM HOTELS,,,
3742,CLUB MED,,,
3743,BILTMORE HOTEL & SUITES,,,
3744,CAREFREE RESORTS,,,
3745,ST. REGIS HOTEL,,,
3746,THE ELIOT HOTEL,,,
3747,CLUBCORP/CLUBRESORTS,,,
3748,WELLESLEY INNS,,,
3749,THE BEVERLY HILLS HOTEL,,,
3750,CROWNE PLAZA HOTELS,,,
3751,HOMEWOOD SUITES,,,
3752,PEABODY HOTELS,,,
3753,GREENBRIAR RESORTS,,,
3754,AMELIA ISLAND PLANTATION,,,
3755,THE HOMESTEAD,,,
3756,TOYOKO INN,,,
3757,CANYON RANCH,,,
3758,KAHALA MANDARIN ORIENTAL HOTEL,,,
3759,THE ORCHID AT MAUNA LANI,,,
3760,HALEKULANI HOTEL/WAIKIKI PARC,,,
3761,PRIMADONNA HOTEL AND CASINO,,,
3762,WHISKEY PETE’S HOTEL AND CASINO,,,
3763,CHATEAU ELAN WINERY AND RESORT,,,
3764,BEAU RIVAGE HOTEL AND CASINO,,,
3765,BELLAGIO,,,
3766,FREMONT HOTEL AND CASINO,,,
3767,MAIN STREET STATION HOTEL AND CASINO,,,
3768,SILVER STAR HOTEL AND CASINO,,,
3769,STRATOSPHERE HOTEL AND CASINO,,,
3770,SPRINGHILL SUITES,,,
3771,CAESAR’S HOTEL AND CASINO,,,
3772,NEMACOLIN WOODLANDS,,,
3773,THE VENETIAN RESORT HOTEL CASINO,,,
3774,NEW YORK-NEW YORK HOTEL AND CASINO,,,
3775,SANDS RESORT,,,
3776,NEVELE GRAND RESORT AND COUNTRY CLUB,,,
3777,MANDALAY BAY RESORT,,,
3778,FOUR POINTS HOTELS,,,
3779,W HOTELS,,,
3780,DISNEY RESORTS,,,
3781,PATRICIA GRAND RESORT HOTELS,,,
3782,ROSEN HOTELS AND RESORTS,,,
3783,TOWN AND COUNTRY RESORT & CONVENTION CENTER,,,
3784,FIRST HOSPITALITY HOTELS,,,
3785,OUTRIGGER HOTELS AND RESORTS,,,
3786,OHANA HOTELS OF HAWAII,,,
3787,CARIBE ROYALE RESORTS,,,
